mag_threshold,dir_threshold,sl_multiplier,tp_multiplier,regime,n_signals,n_trades,total_pnl,total_pnl_usd,win_rate,profit_factor,expectancy,sharpe,sortino,max_dd,calmar,avg_bars_held
0.7,0.52,1.0,4.0,False,7698,2114,-15700.809999999996,-31401.61999999999,0.379848628192999,0.605010472971783,-7.427062440870386,-3.5265748607637866,-8.895195036572781,-15723.38000000079,-0.9985645580021094,5.506622516556291
0.7,0.52,1.0,5.0,False,7698,2094,-15477.259999999998,-30954.519999999997,0.38013371537726837,0.6071628813866052,-7.39124164278892,-3.5021273137563442,-8.846152336943042,-15499.830000000777,-0.9985438549970692,5.562559694364852
0.7,0.52,1.5,2.0,False,7698,1821,-10934.589999999997,-21869.179999999993,0.4843492586490939,0.697800173615957,-6.004717188358043,-2.5366197335374183,-5.819742358747144,-10923.18000000021,-1.0010445676075819,6.991213618890719
0.7,0.52,1.5,3.0,False,7698,1700,-10206.999999999996,-20413.999999999993,0.4764705882352941,0.7043129120847287,-6.004117647058822,-2.457839899952604,-5.810093314226215,-10261.020000000113,-0.9947354161671923,7.916470588235294
0.7,0.52,1.5,4.0,False,7698,1676,-10091.789999999997,-20183.579999999994,0.47255369928400953,0.7053221813620285,-6.021354415274462,-2.4352216545704706,-5.765951458671413,-10112.060000000101,-0.9979954628433668,8.123508353221958
0.7,0.52,1.5,5.0,False,7698,1658,-9917.819999999996,-19835.639999999992,0.47225572979493363,0.7068617410387711,-5.9817973462002385,-2.41951981003158,-5.7108099747863434,-9935.880000000096,-0.9981823451973958,8.18335343787696
0.7,0.52,2.0,2.0,False,7698,1558,-8687.069999999998,-17374.139999999996,0.5500641848523748,0.7361200636441562,-5.575783055198972,-2.1163591707447407,-4.3657876488566485,-8943.630000000006,-0.9713136612315124,9.21630295250321
0.7,0.52,2.0,3.0,False,7698,1475,-8144.499999999999,-16288.999999999998,0.5403389830508475,0.7438987078432808,-5.521694915254237,-2.0407673788515326,-4.322384498630131,-8392.27999999996,-0.9704752462977924,10.179661016949153
0.7,0.52,2.0,4.0,False,7698,1454,-8007.159999999998,-16014.319999999996,0.5364511691884457,0.7464761618897992,-5.5069876203576325,-2.0108978240555606,-4.339938148075637,-8278.099999999959,-0.9672702673318803,10.55089408528198
0.7,0.52,2.0,5.0,False,7698,1440,-7848.0999999999985,-15696.199999999997,0.5340277777777778,0.7490361935850272,-5.450069444444443,-1.9880863434459166,-4.26751303546282,-8196.159999999956,-0.9575337719127055,10.609722222222222
0.7,0.52,3.0,2.0,False,7698,1259,-5465.609999999999,-10931.219999999998,0.6449563145353455,0.8082503153956585,-4.34123113582208,-1.3857754141247114,-2.2471833969355606,-5576.989999999963,-0.9800286534492683,14.177124702144559
0.7,0.52,3.0,3.0,False,7698,1193,-5253.72,-10507.44,0.6211232187761945,0.8111774257662026,-4.403788767812238,-1.36426862059389,-2.184086479282371,-5492.199999999964,-0.9565784203051663,15.122380553227158
0.7,0.52,3.0,4.0,False,7698,1173,-4938.17,-9876.34,0.618073316283035,0.8202777119643684,-4.209863597612959,-1.290559657145162,-2.083601179579966,-5067.819999999965,-0.9744170077074628,15.636828644501279
0.7,0.52,3.0,5.0,False,7698,1162,-5004.4800000000005,-10008.960000000001,0.6135972461273667,0.8163069567250568,-4.306781411359725,-1.323952660438786,-2.1301040658672075,-5065.499999999965,-0.9879538051525091,15.75645438898451
0.8,0.5,0.75,2.0,False,12635,4415,-39424.84999999999,-78849.69999999998,0.36149490373725934,0.5694614485523309,-8.929750849377122,-3.913168693500308,-10.52806540099908,-39442.810000002886,-0.9995446571883977,3.2935447338618347
0.8,0.5,0.75,3.0,False,12635,4253,-37836.369999999995,-75672.73999999999,0.35904067716905713,0.5725611477517937,-8.896395485539617,-3.833093697119593,-10.529527089775318,-37853.91000000275,-0.9995366396759873,3.426522454737832
0.8,0.5,0.75,4.0,False,12635,4211,-37479.439999999995,-74958.87999999999,0.3585846592258371,0.5727075525980577,-8.900365708857752,-3.823308505739666,-10.560767362998577,-37495.73000000272,-0.9995655505306146,3.462597957729755
0.8,0.5,0.75,5.0,False,12635,4187,-37296.729999999996,-74593.45999999999,0.3575352280869358,0.5734401465756134,-8.907745402436111,-3.803728662490204,-10.570158616350838,-37313.020000002696,-0.9995634231696416,3.4848340100310486
0.8,0.5,1.0,2.0,False,12635,3641,-28617.639999999996,-57235.27999999999,0.4262565229332601,0.6371752818652806,-7.859829717110682,-3.130532312172476,-8.044993557865805,-28689.01000000206,-0.9975122878063042,4.081296347157374
0.8,0.5,1.0,3.0,False,12635,3509,-27778.359999999997,-55556.719999999994,0.4223425477343973,0.6367551717387729,-7.916318039327443,-3.1023930350044853,-8.137174897033539,-27810.230000001917,-0.998854018826816,4.277286976346537
0.8,0.5,1.0,4.0,False,12635,3475,-27378.499999999996,-54756.99999999999,0.4233093525179856,0.6383225277699763,-7.878705035971222,-3.080411845489268,-8.127699291586072,-27445.950000001896,-0.9975424425096637,4.322302158273382
0.8,0.5,1.0,5.0,False,12635,3457,-27236.52999999999,-54473.05999999998,0.4220422331501302,0.6392520705582516,-7.878660688458198,-3.063172806318015,-8.131003487410208,-27303.980000001888,-0.9975296641734321,4.347700318194967
0.8,0.5,1.5,2.0,False,12635,2797,-17421.379999999997,-34842.759999999995,0.5123346442617089,0.7279962578247573,-6.228594923131926,-2.165170798187996,-4.912214481206607,-17440.70000000114,-0.9988922462973883,5.703253485877726
0.8,0.5,1.5,3.0,False,12635,2693,-16446.719999999998,-32893.439999999995,0.5113256591162273,0.7336677427880003,-6.107211288525806,-2.096002026130408,-4.833271880771693,-16511.910000001077,-0.9960519406900186,5.926476049015967
0.8,0.5,1.5,4.0,False,12635,2665,-16082.849999999999,-32165.699999999997,0.5118198874296436,0.7366911379361321,-6.034840525328329,-2.0615310241148377,-4.7699582330227805,-16123.040000001047,-0.9975072939097686,6.000375234521576
0.8,0.5,1.5,5.0,False,12635,2650,-16161.749999999996,-32323.499999999993,0.5090566037735849,0.7352834518969078,-6.098773584905659,-2.072155374814884,-4.834236434732531,-16201.940000001052,-0.9975194328579755,6.033207547169812
0.8,0.5,2.0,2.0,False,12635,2230,-10920.2,-21840.4,0.5753363228699552,0.7931618906626806,-4.89695067264574,-1.5442140245595086,-3.0392492854040416,-10942.230000000447,-0.9979866992376832,7.585201793721973
0.8,0.5,2.0,3.0,False,12635,2159,-10774.36,-21548.72,0.5748031496062992,0.791818794498357,-4.990440018527096,-1.5443478806921473,-3.1495565651251067,-10866.830000000331,-0.9914906186992594,7.823529411764706
0.8,0.5,2.0,4.0,False,12635,2136,-10543.44,-21086.88,0.5735018726591761,0.793675254920678,-4.936067415730338,-1.5264486074733357,-3.1013315376017956,-10599.410000000305,-0.9947195174070723,7.905898876404494
0.8,0.5,2.0,5.0,False,12635,2122,-10526.880000000001,-21053.760000000002,0.5725730442978322,0.793594756811774,-4.960829406220547,-1.528257355000633,-3.1223939244297028,-10582.850000000306,-0.9947112545297058,7.945334590009425
0.8,0.5,3.0,2.0,False,12635,1666,-7144.140000000001,-14288.280000000002,0.6518607442977191,0.8295257764430907,-4.288199279711885,-1.161209220225488,-1.7193665870606973,-7552.359999999946,-0.94594802154559,11.14765906362545
0.8,0.5,3.0,3.0,False,12635,1618,-6184.970000000001,-12369.940000000002,0.6495673671199012,0.8489312659572467,-3.8226019777503097,-1.0166022548221845,-1.5275760927306359,-6367.379999999947,-0.971352424388061,11.543881334981458
0.8,0.5,3.0,4.0,False,12635,1601,-6254.540000000001,-12509.080000000002,0.6477201748906933,0.8464005603169561,-3.9066458463460343,-1.0316327004964958,-1.5528505366106924,-6562.039999999948,-0.9531395724500384,11.701436602123673
0.8,0.5,3.0,5.0,False,12635,1579,-5649.660000000002,-11299.320000000003,0.6459784673844206,0.8589563489814661,-3.5779987333755554,-0.9417159120674109,-1.422833267522177,-5960.199999999949,-0.9478977215529765,11.90120329322356
0.8,0.51,0.75,2.0,False,8349,3129,-26541.159999999996,-53082.31999999999,0.3652924256951103,0.5866663842707113,-8.482313838286991,-3.7891259592014617,-10.032979955630653,-26533.560000001766,-1.0002864297138503,3.306168104825823
0.8,0.51,0.75,3.0,False,8349,3012,-25523.229999999992,-51046.459999999985,0.36321381142098275,0.5883630178720092,-8.473847941567062,-3.735108861218297,-10.028290560211934,-25518.670000001624,-1.0001786926982623,3.439907038512616
0.8,0.51,0.75,4.0,False,8349,2978,-25342.869999999995,-50685.73999999999,0.36265950302216254,0.5872945072579248,-8.51003022162525,-3.7443006710807816,-10.112658535577213,-25338.310000001617,-1.0001799646463547,3.483210208193418
0.8,0.51,0.75,5.0,False,8349,2966,-25227.889999999992,-50455.779999999984,0.3624409979770735,0.5878832104148972,-8.505694538098446,-3.7320348649217796,-10.111583419806387,-25223.3300000016,-1.000180785011273,3.5010114632501685
0.8,0.51,1.0,2.0,False,8349,2633,-20226.819999999996,-40453.63999999999,0.4272692745917205,0.6446795350490122,-7.682043296619824,-3.122260909114304,-7.848568328254338,-20214.300000001203,-1.0006193635198246,4.080136726167869
0.8,0.51,1.0,3.0,False,8349,2518,-19101.719999999994,-38203.43999999999,0.4273232724384432,0.6497550890037033,-7.586068308181094,-3.0355485745586877,-7.733747095294883,-19089.200000001143,-1.0006558682395725,4.2986497220015885
0.8,0.51,1.0,4.0,False,8349,2492,-18993.679999999997,-37987.35999999999,0.4265650080256822,0.6487946597546179,-7.621861958266451,-3.045298552738879,-7.806424003902972,-18981.16000000113,-1.0006596014152382,4.345906902086678
0.8,0.51,1.0,5.0,False,8349,2484,-18945.859999999997,-37891.719999999994,0.42592592592592593,0.6489754885031488,-7.6271578099838955,-3.0386430835575884,-7.816323382568238,-18933.34000000113,-1.0006612673727333,4.367552334943639
0.8,0.51,1.5,2.0,False,8349,2058,-11975.819999999998,-23951.639999999996,0.5228377065111759,0.744355117766839,-5.819154518950437,-2.0680157031384976,-4.80479600488151,-11939.130000000414,-1.003073088240063,5.794460641399417
0.8,0.51,1.5,3.0,False,8349,1987,-11914.73,-23829.46,0.5193759436336185,0.7387461504474744,-5.996341217916457,-2.107788039907139,-4.965863581206408,-11878.79000000041,-1.0030255606841765,6.003522898842476
0.8,0.51,1.5,4.0,False,8349,1969,-11609.009999999998,-23218.019999999997,0.5195530726256983,0.7426401782917431,-5.895891315388521,-2.067696620638869,-4.878529874831714,-11612.110000000352,-0.999733037320491,6.089385474860335
0.8,0.51,1.5,5.0,False,8349,1959,-11659.609999999999,-23319.219999999998,0.5181214905564063,0.7412239584026903,-5.951817253700868,-2.078705178034756,-4.964457758170838,-11662.710000000374,-0.9997341955685792,6.1230219499744765
0.8,0.51,2.0,2.0,False,8349,1728,-8117.62,-16235.24,0.5868055555555556,0.8008718580594864,-4.69769675925926,-1.515013905183402,-2.9978171729308856,-8235.339999999944,-0.9857055082121753,7.548611111111111
0.8,0.51,2.0,3.0,False,8349,1661,-7924.6900000000005,-15849.380000000001,0.5821794099939795,0.7997602588032495,-4.771035520770621,-1.5118375118444296,-3.033587934983406,-7943.089999999945,-0.9976835211485776,7.860325105358218
0.8,0.51,2.0,4.0,False,8349,1643,-7647.720000000001,-15295.440000000002,0.581253804017042,0.8038858588270106,-4.654729153986611,-1.475869483580428,-2.9438422811084646,-7642.199999999945,-1.0007223050953986,7.9610468654899575
0.8,0.51,2.0,5.0,False,8349,1634,-7681.110000000001,-15362.220000000001,0.5807833537331701,0.8026279071560167,-4.700801713586292,-1.4871679318294289,-2.982131798982069,-7678.6299999999455,-1.0003229742805755,7.996940024479804
0.8,0.51,3.0,2.0,False,8349,1328,-4826.120000000001,-9652.240000000002,0.6626506024096386,0.8529414184492683,-3.634126506024097,-1.0114612565500176,-1.460910852721473,-5180.91999999996,-0.9315179543401632,11.470632530120483
0.8,0.51,3.0,3.0,False,8349,1299,-4398.960000000001,-8797.920000000002,0.6581986143187067,0.8622667609318729,-3.386420323325636,-0.9463238353559267,-1.4377640452550962,-4660.169999999959,-0.9439483967323166,11.731331793687453
0.8,0.51,3.0,4.0,False,8349,1281,-4134.990000000001,-8269.980000000001,0.6557377049180327,0.8683192979729719,-3.2279391100702584,-0.898702674432864,-1.3487169653507907,-4470.52999999996,-0.924944022297141,11.995316159250585
0.8,0.51,3.0,5.0,False,8349,1266,-4004.3900000000003,-8008.780000000001,0.6548183254344392,0.8713220786465583,-3.163025276461296,-0.8785018582972378,-1.3315248921615195,-4342.96999999996,-0.9220395259465382,12.131121642969985
0.8,0.52,0.75,2.0,False,2958,1154,-9273.909999999998,-18547.819999999996,0.37954939341421146,0.5938221296821058,-8.036317157712304,-3.6579410257207976,-9.60702733154441,-9274.17000000004,-0.9999719651462026,3.4766031195840554
0.8,0.52,0.75,3.0,False,2958,1113,-8664.769999999997,-17329.539999999994,0.38005390835579517,0.607224273413613,-7.785058400718775,-3.4797879623092403,-9.375806933575666,-8693.789999999988,-0.9966619851641239,3.6379155435759207
0.8,0.52,0.75,4.0,False,2958,1103,-8707.369999999997,-17414.739999999994,0.37896645512239346,0.6016009407070858,-7.89426110607434,-3.5485967019718156,-9.475755732563577,-8746.92999999999,-0.9954772703108413,3.6826835902085224
0.8,0.52,0.75,5.0,False,2958,1097,-8645.879999999997,-17291.759999999995,0.3810391978122151,0.6012583181869959,-7.881385597082951,-3.563081356405519,-9.431091507069445,-8685.439999999988,-0.9954452509026612,3.7064721969006382
0.8,0.52,1.0,2.0,False,2958,997,-7441.879999999998,-14883.759999999997,0.4312938816449348,0.6405788309978467,-7.464272818455364,-3.1495913024937905,-8.19648741208407,-7617.269999999969,-0.9769746904074595,4.1594784353059175
0.8,0.52,1.0,3.0,False,2958,959,-6913.359999999999,-13826.719999999998,0.4316996871741397,0.6537875809710768,-7.208925964546401,-2.988531289628205,-7.946831514889655,-7126.36999999997,-0.9701096069948695,4.370177267987487
0.8,0.52,1.0,4.0,False,2958,949,-6825.459999999999,-13650.919999999998,0.4309799789251844,0.653826042192338,-7.192265542676501,-2.989626704738868,-7.928886479001764,-7058.25999999997,-0.9670173668864603,4.423603793466807
0.8,0.52,1.0,5.0,False,2958,945,-6830.299999999998,-13660.599999999997,0.4328042328042328,0.6514164222095654,-7.227830687830686,-3.0224042148824792,-7.94903496884026,-7063.09999999997,-0.967039968285884,4.456084656084656
0.8,0.52,1.5,2.0,False,2958,814,-4602.559999999999,-9205.119999999997,0.527027027027027,0.7407505041287864,-5.654250614250612,-2.0856731238138027,-4.8709672774524115,-4828.479999999977,-0.9532109483729913,5.862407862407863
0.8,0.52,1.5,3.0,False,2958,774,-4192.959999999999,-8385.919999999998,0.5284237726098191,0.7530953180113176,-5.417260981912143,-1.963569097844883,-4.781497493081128,-4526.539999999979,-0.9263057434596885,6.1537467700258395
0.8,0.52,1.5,4.0,False,2958,772,-4213.629999999998,-8427.259999999997,0.5259067357512953,0.7521414529527404,-5.458069948186527,-1.9737244548099422,-4.811931051566941,-4517.959999999979,-0.9326399525449578,6.22279792746114
0.8,0.52,1.5,5.0,False,2958,767,-4264.6799999999985,-8529.359999999997,0.5254237288135594,0.7477052171258597,-5.560208604954366,-2.0154615539752583,-4.923584399522943,-4569.009999999979,-0.933392573008161,6.262059973924381
0.8,0.52,2.0,2.0,False,2958,711,-3385.4399999999996,-6770.879999999999,0.5935302390998594,0.789447104605378,-4.761518987341772,-1.5916919769417193,-3.1233401110952994,-3715.9799999999855,-0.9110490368624193,7.530239099859353
0.8,0.52,2.0,3.0,False,2958,688,-3109.7699999999995,-6219.539999999999,0.5886627906976745,0.8020524415231757,-4.52001453488372,-1.4866952941115863,-3.0157840043847344,-3481.649999999986,-0.8931885743828392,7.725290697674419
0.8,0.52,2.0,4.0,False,2958,680,-3189.2000000000003,-6378.400000000001,0.5852941176470589,0.7957118186337058,-4.69,-1.5421832349902036,-3.1778703528096344,-3597.8299999999845,-0.8864232050986328,7.883823529411765
0.8,0.52,2.0,5.0,False,2958,675,-3104.999999999999,-6209.999999999998,0.5866666666666667,0.7990019361842474,-4.599999999999999,-1.5136322874224046,-3.0957126255536664,-3513.629999999985,-0.883701471128153,7.961481481481481
0.8,0.52,3.0,2.0,False,2958,567,-1540.93,-3081.86,0.6754850088183422,0.8826638421456207,-2.717689594356261,-0.7946660531371385,-1.2225455474801221,-1926.0599999999904,-0.8000425739592784,11.105820105820106
0.8,0.52,3.0,3.0,False,2958,556,-1477.2400000000002,-2954.4800000000005,0.6636690647482014,0.8871558890167123,-2.6569064748201443,-0.7621893507216088,-1.170030541852354,-1901.7799999999913,-0.7767670287835643,11.370503597122303
0.8,0.52,3.0,4.0,False,2958,547,-1429.8800000000003,-2859.7600000000007,0.6636197440585009,0.8888322205256267,-2.6140402193784285,-0.7512831466328804,-1.151126799301313,-1862.2099999999914,-0.7678403617207549,11.586837294332724
0.8,0.52,3.0,5.0,False,2958,543,-1365.2200000000003,-2730.4400000000005,0.6629834254143646,0.8926593162596108,-2.514217311233886,-0.7266521456022111,-1.1249249184733647,-1797.5499999999915,-0.7594893048872113,11.670349907918968
